1068,2025,2,22,21,4,31,799,20,-87.509857,40.390579,186.423996,219.789993,0.261,0.392,0.024,0.021,0.031,0.031,50.977501,0.208,4489.671875
202068,2025,2,22,21,4,32,799,20,-87.509857,40.390579,186.408005,219.774994,0.264,0.401,0.048,-0.062,0.119,0.078,50.977501,0.273,4489.73584
402068,2025,2,22,21,4,32,799,20,-87.509857,40.390579,186.399002,219.764999,0.266,0.405,0.011,0.077,-0.084,0.078,50.977501,0.259,4489.768066
600068,2025,2,22,21,4,32,799,20,-87.509857,40.390579,186.498001,219.863998,0.266,0.406,0.036,-0.004,0.07,0.036,50.977501,0.22,4489.824219
802068,2025,2,22,21,4,32,799,20,-87.509857,40.390579,186.608994,219.975006,0.267,0.406,0.036,0.04,0.133,0.053,50.977501,0.196,4489.875
1002068,2025,2,22,21,4,32,799,20,-87.509857,40.390579,186.662003,220.028,0.266,0.405,-0.019,-0.009,0.024,0.021,50.977501,0.202,4489.899902
1202068,2025,2,22,21,4,33,799,21,-87.509857,40.390579,186.811005,220.177002,0.266,0.404,0.055,0.022,-0.072,0.059,50.977501,0.196,4489.940918
1402068,2025,2,22,21,4,33,799,21,-87.509857,40.390579,186.897995,220.264008,0.265,0.403,-0.016,-0.006,-0.013,0.018,50.977501,0.143,4489.958984
1600068,2025,2,22,21,4,33,799,21,-87.509857,40.390579,187.003998,220.369995,0.264,0.401,0.003,0.074,-0.034,0.074,50.977501,0.141,4489.994141
1802068,2025,2,22,21,4,33,799,21,-87.509857,40.390579,187.158005,220.524002,0.263,0.397,0.007,0.038,-0.035,0.039,50.977501,0.162,4490.036133
2002068,2025,2,22,21,4,33,799,21,-87.509857,40.390579,187.242004,220.608002,0.262,0.396,0.046,0.045,-0.088,0.064,50.977501,0.169,4490.057129
2202068,2025,2,22,21,4,34,799,21,-87.50985,40.390579,187.404007,220.770004,0.261,0.392,-0.054,-0.021,-0.07,0.059,50.977501,0.141,4490.09082
2402068,2025,2,22,21,4,34,799,21,-87.50985,40.390579,187.490997,220.856995,0.26,0.39,0.054,0.048,-0.06,0.072,50.977501,0.142,4490.108887
2600068,2025,2,22,21,4,34,799,21,-87.50985,40.390579,187.597,220.962997,0.258,0.386,0.029,0.026,-0.021,0.039,50.977501,0.124,4490.14502
2804068,2025,2,22,21,4,34,799,21,-87.50985,40.390579,187.742004,221.108002,0.257,0.382,0.034,-0.03,0.021,0.045,50.977501,0.138,4490.184082
3002068,2025,2,22,21,4,34,799,21,-87.50985,40.390579,187.798004,221.164001,0.256,0.38,0.025,0.005,0.018,0.025,50.977501,0.13,4490.200195
3202068,2025,2,22,21,4,35,799,21,-87.50985,40.390579,187.927002,221.292999,0.255,0.377,0.063,0.01,-0.059,0.064,50.977501,0.136,4490.234863
3404068,2025,2,22,21,4,35,799,21,-87.50985,40.390579,187.970993,221.337006,0.254,0.375,-0.008,-0.067,0.118,0.068,50.977501,0.167,4490.255859
3602068,2025,2,22,21,4,35,799,21,-87.50985,40.390579,188.080994,221.447998,0.253,0.372,-0.002,-0.013,0.065,0.013,50.977501,0.172,4490.291992
3803068,2025,2,22,21,4,35,799,21,-87.50985,40.390579,188.197998,221.563995,0.252,0.369,-0.114,0.072,0.047,0.135,116.61174,0.11,3102.022949
4002068,2025,2,22,21,4,35,799,21,-87.50985,40.390579,188.259995,221.626007,0.251,0.367,0.083,-0.002,-0.065,0.084,116.61174,0.124,3102.045898
4202068,2025,2,22,21,4,36,799,21,-87.50985,40.390579,188.345993,221.712997,0.252,0.367,-0.04,-0.008,0.041,0.041,116.61174,0.128,3102.095947
4404068,2025,2,22,21,4,36,799,21,-87.50985,40.390579,188.391006,221.757004,0.252,0.366,-0.007,0.008,0.035,0.011,116.61174,0.138,3102.120117
4603068,2025,2,22,21,4,36,799,21,-87.50985,40.390579,188.453003,221.819,0.248,0.359,-0.056,-0.005,0.007,0.056,116.61174,0.099,3102.166992
4802068,2025,2,22,21,4,36,799,21,-87.50985,40.390579,188.505997,221.871994,0.247,0.356,-0.032,-0.014,0.011,0.035,116.61174,0.095,3102.209961
5001068,2025,2,22,21,4,36,799,21,-87.50985,40.390579,188.535995,221.901993,0.246,0.355,0.005,-0.011,0.075,0.012,116.61174,0.159,3102.239014
5201068,2025,2,22,21,4,37,799,21,-87.50985,40.390579,188.612,221.977997,0.245,0.352,0.011,0.027,0.051,0.029,116.61174,0.129,3102.287109
5401068,2025,2,22,21,4,37,799,21,-87.50985,40.390575,188.626007,221.992004,0.245,0.35,-0.013,-0.046,0.082,0.048,116.61174,0.168,3102.316895
5600068,2025,2,22,21,4,37,799,19,-87.50985,40.390579,188.544998,221.910995,0.248,0.354,0.133,-0.018,0.042,0.135,116.61174,0.187,3102.39209
5800068,2025,2,22,21,4,37,799,20,-87.50985,40.390579,188.507996,221.873993,0.253,0.361,0.006,-0.037,-0.03,0.038,116.61174,0.189,3102.452881
6000068,2025,2,22,21,4,37,799,20,-87.50985,40.390579,188.475998,221.841995,0.257,0.366,0.022,-0.004,0.064,0.022,116.61174,0.272,3102.50293
6200068,2025,2,22,21,4,38,799,20,-87.50985,40.390579,188.408997,221.774994,0.264,0.376,0.114,-0.019,-0.045,0.115,116.61174,0.346,3102.615967
6402068,2025,2,22,21,4,38,799,20,-87.50985,40.390579,188.382004,221.748001,0.269,0.381,0.103,0.009,0.032,0.103,116.61174,0.202,3102.653076
6602068,2025,2,22,21,4,38,799,20,-87.50985,40.390579,188.315994,221.682007,0.274,0.387,0.035,-0.036,0.114,0.05,116.61174,0.251,3102.727051
6802068,2025,2,22,21,4,38,799,21,-87.50985,40.390579,188.259995,221.626007,0.278,0.392,-0.086,-0.037,0.175,0.093,73.565407,0.274,3895.707031
7001068,2025,2,22,21,4,38,799,21,-87.50985,40.390579,188.210999,221.576996,0.279,0.393,0,0.023,0.009,0.023,73.565407,0.123,3895.725098
7202068,2025,2,22,21,4,39,799,21,-87.50985,40.390579,188.143005,221.509003,0.281,0.396,-0.087,0.02,0.014,0.089,73.565407,0.187,3895.779053
7402068,2025,2,22,21,4,39,799,21,-87.50985,40.390579,188.082001,221.447998,0.282,0.397,-0.03,-0.025,0.046,0.039,73.565407,0.225,3895.811035
7602068,2025,2,22,21,4,39,799,21,-87.50985,40.390579,188.018997,221.384995,0.283,0.398,-0.007,0.027,-0.058,0.028,73.565407,0.231,3895.873047
7802068,2025,2,22,21,4,39,799,21,-87.50985,40.390579,187.934998,221.300995,0.283,0.398,0.036,0.061,-0.047,0.071,73.565407,0.174,3895.929932
8000068,2025,2,22,21,4,39,799,21,-87.50985,40.390579,187.884995,221.251007,0.283,0.398,0.012,-0.104,0.102,0.104,73.565407,0.195,3895.958008
8202068,2025,2,22,21,4,40,799,21,-87.509857,40.390579,187.828003,221.194,0.282,0.397,0.045,-0.094,0.016,0.104,73.565407,0.131,3895.98999
8402068,2025,2,22,21,4,40,799,21,-87.509857,40.390579,187.781006,221.147003,0.282,0.396,0.057,-0.013,0.069,0.058,73.565407,0.189,3896.01709
8602068,2025,2,22,21,4,40,799,21,-87.509857,40.390579,187.703995,221.070007,0.281,0.394,-0.028,0.061,-0.011,0.067,73.565407,0.125,3896.064941
8802068,2025,2,22,21,4,40,799,21,-87.509857,40.390579,187.651001,221.016998,0.28,0.392,0.083,-0.037,-0.032,0.091,73.565407,0.126,3896.10791
9002068,2025,2,22,21,4,40,799,21,-87.509857,40.390579,187.617996,220.983994,0.279,0.391,-0.016,0.003,0.011,0.016,73.565407,0.141,3896.128906
9202068,2025,2,22,21,4,41,799,21,-87.509857,40.390579,187.501999,220.867996,0.278,0.388,0.018,-0.003,0.093,0.018,73.565407,0.179,3896.175049
9400068,2025,2,22,21,4,41,799,21,-87.509857,40.390579,187.473999,220.839996,0.278,0.387,0.036,-0.003,-0.122,0.036,73.565407,0.167,3896.198975
9602068,2025,2,22,21,4,41,799,21,-87.509857,40.390579,187.395996,220.763,0.276,0.384,-0.039,0.006,-0.099,0.039,73.565407,0.171,3896.249023
9802068,2025,2,22,21,4,41,799,21,-87.509857,40.390579,187.341003,220.707001,0.275,0.381,-0.036,0.062,-0.168,0.072,73.565407,0.174,3896.300049
10002068,2025,2,22,21,4,41,799,21,-87.509857,40.390579,187.320007,220.686005,0.274,0.38,0.053,-0.016,-0.031,0.055,73.565407,0.12,3896.316895
10202068,2025,2,22,21,4,42,799,21,-87.509857,40.390579,187.223007,220.589005,0.272,0.377,-0.036,-0.005,-0.011,0.037,73.565407,0.113,3896.351074
10400068,2025,2,22,21,4,42,799,21,-87.509857,40.390579,187.151993,220.518005,0.272,0.376,0.058,0.001,-0.065,0.058,73.565407,0.142,3896.371094
10602068,2025,2,22,21,4,42,799,21,-87.509857,40.390579,187.048004,220.414001,0.27,0.373,-0.105,0.001,0.005,0.105,123.011124,0.104,4156.155762
10802068,2025,2,22,21,4,42,799,21,-87.509857,40.390579,186.960999,220.326996,0.268,0.369,0.013,0.001,-0.025,0.013,123.011124,0.144,4156.195801
11002068,2025,2,22,21,4,42,799,21,-87.509857,40.390579,186.923004,220.289001,0.267,0.368,0.039,0.026,0.056,0.047,123.011124,0.124,4156.212891
11202068,2025,2,22,21,4,43,799,21,-87.509857,40.390579,186.856003,220.222,0.265,0.365,0.022,0.014,0.027,0.026,123.011124,0.118,4156.248047
11400068,2025,2,22,21,4,43,799,21,-87.509857,40.390579,186.815994,220.182007,0.264,0.363,0.035,-0.036,-0.002,0.05,123.011124,0.094,4156.259766
11600068,2025,2,22,21,4,43,799,21,-87.509857,40.390579,186.751999,220.117996,0.262,0.361,0.035,0.012,0.007,0.037,123.011124,0.091,4156.289062
11800068,2025,2,22,21,4,43,799,20,-87.509865,40.390579,186.688004,220.054001,0.262,0.36,0.066,-0.054,-0.142,0.085,123.011124,0.182,4156.333008
12000068,2025,2,22,21,4,43,799,19,-87.509865,40.390579,186.679993,220.046005,0.263,0.361,0.02,-0.076,-0.121,0.079,123.011124,0.202,4156.359863
12200068,2025,2,22,21,4,44,799,19,-87.509865,40.390579,186.662994,220.029007,0.267,0.367,-0.062,0.025,-0.079,0.067,123.011124,0.236,4156.420898
12400068,2025,2,22,21,4,44,799,19,-87.509865,40.390579,186.641006,220.007004,0.27,0.371,0.048,0.006,0.038,0.048,123.011124,0.206,4156.449219
12600068,2025,2,22,21,4,44,799,19,-87.509865,40.390579,186.598999,219.964996,0.276,0.38,0.048,0.044,-0.003,0.065,123.011124,0.172,4156.50293
12801068,2025,2,22,21,4,44,799,19,-87.509865,40.390579,186.550003,219.916,0.281,0.386,0.021,-0.021,0.019,0.029,123.011124,0.201,4156.563965
13001068,2025,2,22,21,4,44,799,20,-87.509865,40.390583,186.522995,219.889008,0.282,0.387,0.029,0.02,-0.035,0.035,123.011124,0.205,4156.591797
13202068,2025,2,22,21,4,45,799,20,-87.509865,40.390583,186.429993,219.796005,0.281,0.386,0.024,0.057,-0.086,0.062,123.011124,0.206,4156.649902
13401068,2025,2,22,21,4,45,799,20,-87.509865,40.390583,186.408997,219.774994,0.28,0.385,-0.001,-0.023,-0.004,0.023,123.011124,0.094,4156.663086
13602068,2025,2,22,21,4,45,799,20,-87.509865,40.390583,186.348999,219.714996,0.279,0.384,0.069,0.019,0.001,0.071,123.011124,0.13,4156.704102
13801068,2025,2,22,21,4,45,799,21,-87.509865,40.390583,186.296005,219.662003,0.277,0.382,-0.012,0.047,-0.09,0.048,123.011124,0.197,4156.74707
14002068,2025,2,22,21,4,45,799,21,-87.509865,40.390583,186.278,219.643997,0.276,0.381,-0.092,-0.021,-0.012,0.094,123.011124,0.124,4156.763184
14200068,2025,2,22,21,4,46,799,21,-87.509865,40.390583,186.235992,219.602005,0.274,0.378,0.024,-0.014,0.058,0.028,123.011124,0.187,4156.813965
14401068,2025,2,22,21,4,46,799,21,-87.509865,40.390583,186.209,219.576004,0.273,0.376,0.028,-0.002,-0.016,0.028,123.011124,0.148,4156.833984
14602068,2025,2,22,21,4,46,799,21,-87.509865,40.390587,186.171997,219.537994,0.271,0.373,-0.004,-0.003,-0.001,0.005,123.011124,0.115,4156.874023
14800068,2025,2,22,21,4,46,799,21,-87.509865,40.390587,186.173004,219.539001,0.268,0.371,0.052,-0.098,0.064,0.111,123.011124,0.148,4156.907227
15002068,2025,2,22,21,4,46,799,21,-87.509865,40.390587,186.164993,219.531006,0.267,0.369,-0.041,0.048,0.05,0.064,123.011124,0.129,4156.923828
15202068,2025,2,22,21,4,47,799,20,-87.509865,40.390587,186.179001,219.544998,0.265,0.367,0.06,-0.006,0.04,0.06,123.011124,0.139,4156.959961
15402068,2025,2,22,21,4,47,799,21,-87.509865,40.390587,186.188004,219.554001,0.264,0.365,0.001,-0.018,0.001,0.018,123.011124,0.091,4156.972168
15602068,2025,2,22,21,4,47,799,21,-87.509865,40.390587,186.175003,219.541,0.261,0.362,-0.009,0.03,-0.051,0.031,123.011124,0.168,4157.018066
15800068,2025,2,22,21,4,47,799,21,-87.509865,40.390587,186.173004,219.539001,0.259,0.358,0.03,0.027,-0.027,0.04,123.011124,0.128,4157.051758
16002068,2025,2,22,21,4,47,799,21,-87.509865,40.390587,186.164001,219.529999,0.258,0.357,-0.019,-0.057,0.112,0.06,123.011124,0.161,4157.074219
16200068,2025,2,22,21,4,48,799,21,-87.509865,40.390587,186.179993,219.546005,0.256,0.354,0.007,-0.064,0.09,0.064,123.011124,0.159,4157.11084
16401068,2025,2,22,21,4,48,799,21,-87.509865,40.390587,186.192993,219.559006,0.255,0.353,-0.046,0.079,-0.027,0.091,123.011124,0.117,4157.126953
16602068,2025,2,22,21,4,48,799,21,-87.509865,40.390587,186.216003,219.582001,0.253,0.349,-0.057,0.004,0.002,0.057,123.011124,0.107,4157.151855
16801068,2025,2,22,21,4,48,799,20,-87.509865,40.390587,186.238007,219.604004,0.251,0.346,0.053,-0.021,0.004,0.057,123.011124,0.109,4157.187012
17002068,2025,2,22,21,4,48,799,21,-87.509865,40.390587,186.253998,219.619995,0.25,0.344,0.012,-0.008,0.059,0.015,123.011124,0.16,4157.208008
17202068,2025,2,22,21,4,49,799,20,-87.509865,40.390587,186.292999,219.658997,0.248,0.341,0.013,-0.026,0.035,0.029,123.011124,0.149,4157.249023
17402068,2025,2,22,21,4,49,799,20,-87.509872,40.390591,186.298004,219.664001,0.247,0.34,-0.034,-0.006,0.015,0.035,123.011124,0.11,4157.26416
17602068,2025,2,22,21,4,49,799,21,-87.509872,40.390591,186.330994,219.697006,0.245,0.337,0.007,-0.007,-0.002,0.01,123.011124,0.092,4157.291016
17800068,2025,2,22,21,4,49,799,21,-87.509872,40.390591,186.363998,219.729996,0.243,0.334,0.018,0.039,-0.01,0.043,123.011124,0.084,4157.316895
18000068,2025,2,22,21,4,49,799,21,-87.509872,40.390591,186.371002,219.737,0.243,0.333,0.135,0.13,-0.062,0.188,78.574097,0.104,3675.738037
18200068,2025,2,22,21,4,50,799,20,-87.509872,40.390591,186.404007,219.770996,0.243,0.333,-0.088,-0.003,0.117,0.088,78.574097,0.193,3675.798096
18400068,2025,2,22,21,4,50,799,19,-87.509872,40.390591,186.386993,219.753006,0.245,0.337,-0.002,-0.013,-0.012,0.013,78.574097,0.197,3675.827881
18600068,2025,2,22,21,4,50,799,19,-87.509872,40.390587,186.332993,219.699005,0.253,0.348,-0.076,0.022,0.054,0.079,118.944962,0.297,3679.451904
18799068,2025,2,22,21,4,50,799,19,-87.509872,40.390587,186.298004,219.664001,0.261,0.363,0.056,0.017,-0.008,0.059,118.944962,0.213,3679.531982
19000068,2025,2,22,21,4,50,799,19,-87.509872,40.390587,186.253998,219.619995,0.265,0.37,-0.141,-0.027,0.147,0.143,118.944962,0.3,3679.577881
19199068,2025,2,22,21,4,51,799,20,-87.509872,40.390587,186.201996,219.567993,0.271,0.38,0.009,-0.022,0.142,0.023,118.944962,0.274,3679.665039
19400068,2025,2,22,21,4,51,799,21,-87.509872,40.390591,186.186996,219.552994,0.273,0.384,0.088,-0.056,-0.036,0.104,118.944962,0.188,3679.694092
19600068,2025,2,22,21,4,51,799,21,-87.509872,40.390591,186.139999,219.505997,0.273,0.387,-0.023,-0.042,0.024,0.047,118.944962,0.151,3679.746094
19800068,2025,2,22,21,4,51,799,21,-87.509872,40.390591,186.115997,219.481995,0.272,0.388,0.023,-0.063,0.029,0.067,118.944962,0.16,3679.792969
20000068,2025,2,22,21,4,51,799,21,-87.509872,40.390591,186.113998,219.479996,0.272,0.389,-0.063,0,0.011,0.063,118.944962,0.14,3679.813965
20200068,2025,2,22,21,4,52,799,21,-87.509872,40.390591,186.121002,219.487,0.271,0.389,0.088,-0.034,-0.02,0.095,118.944962,0.148,3679.86499
20402068,2025,2,22,21,4,52,799,21,-87.509872,40.390591,186.130997,219.496994,0.27,0.389,0.018,0.026,0.027,0.032,118.944962,0.124,3679.884033
20601068,2025,2,22,21,4,52,799,21,-87.509872,40.390591,186.141998,219.507996,0.268,0.388,0.008,0.007,0.049,0.01,118.944962,0.184,3679.933105
20802068,2025,2,22,21,4,52,799,21,-87.509872,40.390591,186.173004,219.539001,0.267,0.386,0.039,-0.013,-0.004,0.041,118.944962,0.137,3679.98291
21001068,2025,2,22,21,4,52,799,21,-87.509872,40.390591,186.169006,219.535004,0.266,0.385,-0.005,-0.003,0.064,0.006,118.944962,0.2,3680.013916
21200068,2025,2,22,21,4,53,799,21,-87.509872,40.390591,186.128998,219.494995,0.264,0.383,-0.011,0.069,-0.026,0.07,118.944962,0.129,3680.053955
21401068,2025,2,22,21,4,53,799,21,-87.509872,40.390591,186.138,219.503998,0.263,0.382,0.024,-0.024,-0.02,0.034,118.944962,0.127,3680.073975
21602068,2025,2,22,21,4,53,799,21,-87.509872,40.390591,186.126007,219.492004,0.26,0.379,0.059,0.011,-0.033,0.06,118.944962,0.133,3680.118896
21805068,2025,2,22,21,4,53,799,21,-87.509872,40.390591,186.097,219.462997,0.258,0.377,0.029,-0.035,-0.031,0.046,118.944962,0.112,3680.163086
22002068,2025,2,22,21,4,53,799,21,-87.509872,40.390591,186.098007,219.464005,0.257,0.376,-0.028,-0.009,-0.042,0.03,118.944962,0.148,3680.186035
22200068,2025,2,22,21,4,54,799,21,-87.509872,40.390591,186.108994,219.475006,0.255,0.373,0.002,-0.033,0.059,0.033,118.944962,0.161,3680.236084
22403068,2025,2,22,21,4,54,799,20,-87.509872,40.390591,186.067001,219.432999,0.254,0.372,-0.072,0.04,-0.057,0.082,118.944962,0.142,3680.25708
22602068,2025,2,22,21,4,54,799,21,-87.509872,40.390591,186.072998,219.438995,0.252,0.369,-0.039,0.063,-0.063,0.074,118.944962,0.147,3680.299072
22802068,2025,2,22,21,4,54,799,21,-87.509872,40.390591,186.054993,219.421005,0.25,0.366,-0.028,-0.023,-0.019,0.036,118.944962,0.095,3680.334961
23002068,2025,2,22,21,4,54,799,21,-87.509872,40.390591,186.056,219.421997,0.249,0.364,-0.04,-0.006,-0.021,0.041,118.944962,0.117,3680.353027
23202068,2025,2,22,21,4,55,799,21,-87.509872,40.390591,186.054993,219.421005,0.247,0.361,0.07,-0.001,0.027,0.07,118.944962,0.111,3680.394043
23402068,2025,2,22,21,4,55,799,21,-87.509872,40.390591,186.048996,219.414993,0.246,0.36,-0.07,-0.004,0.008,0.071,118.944962,0.099,3680.408936
23602068,2025,2,22,21,4,55,799,21,-87.509872,40.390591,186.052002,219.417999,0.244,0.357,0.025,0.02,-0.002,0.032,118.944962,0.081,3680.434082
23802068,2025,2,22,21,4,55,799,21,-87.509872,40.390591,186.050995,219.417007,0.242,0.354,-0.025,-0.055,0.02,0.061,118.944962,0.089,3680.467041
24002068,2025,2,22,21,4,55,799,21,-87.509872,40.390591,186.050995,219.417007,0.242,0.352,-0.045,0.001,-0.033,0.045,118.944962,0.122,3680.485107
24202068,2025,2,22,21,4,56,799,21,-87.509872,40.390591,186.039993,219.406006,0.24,0.349,-0.044,0.029,0.075,0.053,118.944962,0.121,3680.525879
